record_type,content,name,ttl,prio,record_id
NS,maceio.porkbun.com,,86400,0,293915967
NS,salvador.porkbun.com,,86400,0,293915968
NS,fortaleza.porkbun.com,,86400,0,293915969
NS,curitiba.porkbun.com,,86400,0,293915970
