record_type,content,name,ttl,prio,record_id
NS,maceio.porkbun.com,,86400,0,257100834
NS,salvador.porkbun.com,,86400,0,257100835
NS,fortaleza.porkbun.com,,86400,0,257100836
NS,curitiba.porkbun.com,,86400,0,257100837
