record_type,content,name,ttl,prio,record_id
NS,maceio.porkbun.com,,86400,0,252445037
NS,salvador.porkbun.com,,86400,0,252445038
NS,fortaleza.porkbun.com,,86400,0,252445039
NS,curitiba.porkbun.com,,86400,0,252445040
